group,feature,count,mean,std,median,min,max,p10,p25,p75,p90
ICBHI_134,cycle_duration,30,3.321899999999999,1.436967768937605,3.7645,0.37099999999999866,4.957000000000001,0.6622999999999999,3.018249999999999,4.1602500000000004,4.815500000000001
ICBHI_134,audio_duration,30,20.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
ICBHI_134,rms,30,0.13867564325531323,0.0370950323774071,0.14148712158203125,0.07351764291524887,0.1751445233821869,0.07351764291524887,0.11182801425457001,0.16951991617679596,0.1751445233821869
ICBHI_134,peak,30,0.5327160398165385,0.10740108389861783,0.5350096225738525,0.3258920907974243,0.628950834274292,0.3258920907974243,0.4939737319946289,0.6224048137664795,0.628950834274292
ICBHI_134,zcr,30,0.0008092678407332174,8.347143265659808e-05,0.0008039778910330818,0.0007294462782936738,0.0009448228017991875,0.0007294462782936738,0.0007314300094312246,0.0008858776479976785,0.0009448228017991875
ICBHI_134,spectral_centroid,30,246.2802037991624,51.49865991395148,268.88053894653933,189.64250591020263,323.6160381741725,189.64250591020263,194.74376278807648,275.70901575306226,323.6160381741725
ICBHI_134,spectral_bandwidth,30,1565.160715935325,185.202171204683,1648.4940506088615,1362.8092391031785,1828.5914825290326,1362.8092391031785,1371.6494055538653,1685.690386474977,1828.5914825290326
ICBHI_134,spectral_rolloff,30,64.09804279418167,8.815148788006576,61.55021787035694,53.489326392919324,78.08441852872896,53.489326392919324,60.62540241403076,72.69799337093733,78.08441852872896
Other ICBHI COPD test patients,cycle_duration,164,3.2707953658536586,1.724220746246186,3.333,0.80587,9.438000000000002,1.1634600000000002,1.90185,4.112,4.832099999999995
Other ICBHI COPD test patients,audio_duration,164,32.32813414634146,24.651653787533643,20.0,7.856,74.45,11.248,18.224,69.45,73.35
Other ICBHI COPD test patients,rms,164,0.14887497151588522,0.10246758955567237,0.10245608538389206,0.018567407503724098,0.33326372504234314,0.03685399517416954,0.06625600904226303,0.25474706292152405,0.32018229365348816
Other ICBHI COPD test patients,peak,164,0.7997767023923921,0.2962795547978822,0.999969482421875,0.15337908267974854,1.0,0.3544522523880005,0.5161316394805908,0.999969482421875,1.0
Other ICBHI COPD test patients,zcr,164,0.014420192454320609,0.01251227859402995,0.007959296104178759,0.0017502176436448055,0.05383761290264074,0.003260262124564713,0.005539249539594843,0.026989352318548387,0.03060546875
Other ICBHI COPD test patients,spectral_centroid,164,673.3757277266338,854.962261878443,140.9991462130051,49.08000423266814,3413.1999836134764,49.08000423266814,91.12554455772168,1088.7765956956769,1919.2662795306267
Other ICBHI COPD test patients,spectral_bandwidth,164,1673.321102873827,1816.0321553988479,211.12150024297807,136.35662322158444,5020.226775523176,141.95456306616975,159.27008653017953,3443.473859352714,4428.062087481687
Other ICBHI COPD test patients,spectral_rolloff,164,1010.6670069902359,1858.2259061646027,239.52414772727272,54.00768301104972,7794.5446260156705,54.00768301104972,123.74489905498282,760.7856878899448,3672.584648641548
